Iteration,Cost,Temperature,Sequence
0,26,5000,1 2 3
1,22,4950,2 1 3
2,17,4900,5,2 3 1
3,21,4851,495,1 3 2
4,27,4802,98,3 1 2
5,21,4754,95,1 3 2
6,27,4707,401,3 1 2
7,27,4660,327,3 2 1
8,27,4613,724,3 1 2
9,22,4567,586,2 1 3
10,17,4521,911,2 3 1
11,27,4476,691,3 2 1
12,17,4431,924,2 3 1
13,22,4387,605,2 1 3
14,27,4343,729,3 1 2
15,27,4300,292,3 2 1
16,17,4257,289,2 3 1
17,21,4214,716,1 3 2
18,27,4172,569,3 1 2
19,21,4130,843,1 3 2
20,17,4089,535,2 3 1
21,22,4048,64,2 1 3
22,17,4008,153,2 3 1
23,27,3968,072,3 2 1
24,26,3928,391,1 2 3
25,21,3889,107,1 3 2
26,17,3850,216,2 3 1
27,21,3811,714,1 3 2
28,17,3773,597,2 3 1
29,21,3735,861,1 3 2
30,26,3698,502,1 2 3
31,21,3661,517,1 3 2
32,27,3624,902,3 1 2
33,22,3588,653,2 1 3
34,17,3552,766,2 3 1
35,27,3517,239,3 2 1
36,27,3482,066,3 1 2
37,22,3447,246,2 1 3
38,17,3412,773,2 3 1
39,21,3378,646,1 3 2
40,17,3344,859,2 3 1
41,21,3311,411,1 3 2
42,27,3278,297,3 1 2
43,21,3245,514,1 3 2
44,26,3213,059,1 2 3
45,21,3180,928,1 3 2
46,26,3149,119,1 2 3
47,27,3117,627,3 2 1
48,17,3086,451,2 3 1
49,21,3055,587,1 3 2
50,26,3025,031,1 2 3
51,27,2994,781,3 2 1
52,27,2964,833,3 1 2
53,21,2935,184,1 3 2
54,17,2905,833,2 3 1
55,21,2876,774,1 3 2
56,26,2848,006,1 2 3
57,21,2819,526,1 3 2
58,17,2791,331,2 3 1
59,27,2763,418,3 2 1
60,26,2735,783,1 2 3
61,22,2708,426,2 1 3
62,26,2681,341,1 2 3
63,21,2654,528,1 3 2
64,26,2627,983,1 2 3
65,21,2601,703,1 3 2
66,17,2575,686,2 3 1
67,22,2549,929,2 1 3
68,17,2524,43,2 3 1
69,21,2499,185,1 3 2
70,26,2474,193,1 2 3
71,22,2449,451,2 1 3
72,27,2424,957,3 1 2
73,27,2400,707,3 2 1
74,26,2376,7,1 2 3
75,22,2352,933,2 1 3
76,27,2329,404,3 1 2
77,21,2306,11,1 3 2
78,26,2283,049,1 2 3
79,27,2260,218,3 2 1
80,26,2237,616,1 2 3
81,27,2215,24,3 2 1
82,17,2193,087,2 3 1
83,27,2171,156,3 2 1
84,17,2149,445,2 3 1
85,27,2127,95,3 2 1
86,26,2106,671,1 2 3
87,22,2085,604,2 1 3
88,26,2064,748,1 2 3
89,21,2044,101,1 3 2
90,17,2023,66,2 3 1
91,21,2003,423,1 3 2
92,26,1983,389,1 2 3
93,27,1963,555,3 2 1
94,27,1943,92,3 1 2
95,21,1924,48,1 3 2
96,27,1905,236,3 1 2
97,22,1886,183,2 1 3
98,17,1867,322,2 3 1
99,27,1848,648,3 2 1
100,27,1830,162,3 1 2
101,22,1811,86,2 1 3
102,26,1793,742,1 2 3
103,22,1775,804,2 1 3
104,27,1758,046,3 1 2
105,27,1740,466,3 2 1
106,26,1723,061,1 2 3
107,22,1705,83,2 1 3
108,27,1688,772,3 1 2
109,21,1671,884,1 3 2
110,17,1655,166,2 3 1
111,21,1638,614,1 3 2
112,27,1622,228,3 1 2
113,21,1606,005,1 3 2
114,26,1589,945,1 2 3
115,27,1574,046,3 2 1
116,26,1558,306,1 2 3
117,27,1542,723,3 2 1
118,26,1527,295,1 2 3
119,27,1512,022,3 2 1
120,26,1496,902,1 2 3
121,27,1481,933,3 2 1
122,26,1467,114,1 2 3
123,21,1452,443,1 3 2
124,26,1437,918,1 2 3
125,27,1423,539,3 2 1
126,27,1409,304,3 1 2
127,21,1395,211,1 3 2
128,26,1381,259,1 2 3
129,27,1367,446,3 2 1
130,17,1353,771,2 3 1
131,27,1340,234,3 2 1
132,17,1326,831,2 3 1
133,21,1313,563,1 3 2
134,17,1300,427,2 3 1
135,27,1287,423,3 2 1
136,26,1274,549,1 2 3
137,21,1261,803,1 3 2
138,27,1249,185,3 1 2
139,27,1236,694,3 2 1
140,26,1224,327,1 2 3
141,22,1212,083,2 1 3
142,26,1199,963,1 2 3
143,21,1187,963,1 3 2
144,27,1176,083,3 1 2
145,21,1164,322,1 3 2
146,27,1152,679,3 1 2
147,27,1141,152,3 2 1
148,26,1129,741,1 2 3
149,21,1118,444,1 3 2
150,26,1107,259,1 2 3
151,21,1096,187,1 3 2
152,17,1085,225,2 3 1
153,21,1074,372,1 3 2
154,26,1063,629,1 2 3
155,22,1052,992,2 1 3
156,17,1042,462,2 3 1
157,27,1032,038,3 2 1
158,17,1021,717,2 3 1
159,22,1011,5,2 1 3
160,27,1001,385,3 1 2
161,21,991,3713,1 3 2
162,27,981,4576,3 1 2
163,27,971,6431,3 2 1
164,27,961,9266,3 1 2
165,22,952,3074,2 1 3
166,27,942,7843,3 1 2
167,21,933,3564,1 3 2
168,17,924,0229,2 3 1
169,22,914,7827,2 1 3
170,27,905,6348,3 1 2
171,21,896,5785,1 3 2
172,26,887,6127,1 2 3
173,27,878,7366,3 2 1
174,26,869,9493,1 2 3
175,22,861,2498,2 1 3
176,26,852,6373,1 2 3
177,21,844,111,1 3 2
178,17,835,6699,2 3 1
179,27,827,3132,3 2 1
180,17,819,04,2 3 1
181,27,810,8496,3 2 1
182,17,802,7411,2 3 1
183,21,794,7137,1 3 2
184,17,786,7665,2 3 1
185,21,778,8989,1 3 2
186,17,771,1099,2 3 1
187,21,763,3987,1 3 2
188,26,755,7648,1 2 3
189,27,748,2072,3 2 1
190,17,740,7251,2 3 1
191,22,733,3179,2 1 3
192,17,725,9847,2 3 1
193,21,718,7249,1 3 2
194,26,711,5376,1 2 3
195,22,704,4222,2 1 3
196,17,697,378,2 3 1
197,27,690,4042,3 2 1
198,27,683,5002,3 1 2
199,22,676,6652,2 1 3
200,27,669,8985,3 1 2
201,21,663,1995,1 3 2
202,26,656,5675,1 2 3
203,22,650,0018,2 1 3
204,26,643,5018,1 2 3
205,21,637,0668,1 3 2
206,27,630,6962,3 1 2
207,21,624,3892,1 3 2
208,27,618,1453,3 1 2
209,27,611,9639,3 2 1
210,26,605,8442,1 2 3
211,21,599,7858,1 3 2
212,26,593,7879,1 2 3
213,21,587,85,1 3 2
214,26,581,9716,1 2 3
215,27,576,1519,3 2 1
216,17,570,3903,2 3 1
217,27,564,6864,3 2 1
218,17,559,0396,2 3 1
219,21,553,4492,1 3 2
220,26,547,9147,1 2 3
221,22,542,4355,2 1 3
222,27,537,0112,3 1 2
223,27,531,6411,3 2 1
224,27,526,3246,3 1 2
225,27,521,0614,3 2 1
226,27,515,8508,3 1 2
227,27,510,6923,3 2 1
228,26,505,5853,1 2 3
229,21,500,5295,1 3 2
230,27,495,5242,3 1 2
231,27,490,5689,3 2 1
232,27,485,6632,3 1 2
233,22,480,8066,2 1 3
234,26,475,9985,1 2 3
235,22,471,2386,2 1 3
236,26,466,5262,1 2 3
237,21,461,8609,1 3 2
238,17,457,2423,2 3 1
239,21,452,6699,1 3 2
240,27,448,1432,3 1 2
241,22,443,6617,2 1 3
242,26,439,2251,1 2 3
243,27,434,8329,3 2 1
244,17,430,4846,2 3 1
245,27,426,1797,3 2 1
246,17,421,9179,2 3 1
247,22,417,6987,2 1 3
248,26,413,5217,1 2 3
249,21,409,3865,1 3 2
250,27,405,2926,3 1 2
251,22,401,2397,2 1 3
252,17,397,2273,2 3 1
253,22,393,2551,2 1 3
254,17,389,3225,2 3 1
255,21,385,4293,1 3 2
256,27,381,575,3 1 2
257,22,377,7593,2 1 3
258,26,373,9817,1 2 3
259,27,370,2419,3 2 1
260,17,366,5395,2 3 1
261,21,362,8741,1 3 2
262,27,359,2453,3 1 2
263,22,355,6528,2 1 3
264,26,352,0963,1 2 3
265,27,348,5753,3 2 1
266,26,345,0896,1 2 3
267,21,341,6387,1 3 2
268,27,338,2223,3 1 2
269,22,334,8401,2 1 3
270,27,331,4917,3 1 2
271,27,328,1768,3 2 1
272,27,324,895,3 1 2
273,21,321,6461,1 3 2
274,17,318,4296,2 3 1
275,22,315,2453,2 1 3
276,26,312,0928,1 2 3
277,21,308,9719,1 3 2
278,27,305,8822,3 1 2
279,21,302,8234,1 3 2
280,27,299,7951,3 1 2
281,21,296,7972,1 3 2
282,17,293,8292,2 3 1
283,21,290,8909,1 3 2
284,26,287,982,1 2 3
285,27,285,1022,3 2 1
286,26,282,2512,1 2 3
287,27,279,4287,3 2 1
288,27,276,6344,3 1 2
289,21,273,868,1 3 2
290,26,271,1294,1 2 3
291,21,268,4181,1 3 2
292,17,265,7339,2 3 1
293,21,263,0765,1 3 2
294,17,260,4458,2 3 1
295,21,257,8413,1 3 2
296,17,255,2629,2 3 1
297,22,252,7103,2 1 3
298,17,250,1832,2 3 1
299,27,247,6813,3 2 1
300,17,245,2045,2 3 1
301,27,242,7525,3 2 1
302,17,240,325,2 3 1
303,21,237,9217,1 3 2
304,21,235,5425,1 3 2
305,17,233,1871,2 3 1
306,21,230,8552,1 3 2
307,27,228,5467,3 1 2
308,27,226,2612,3 2 1
309,26,223,9986,1 2 3
310,21,221,7586,1 3 2
311,27,219,541,3 1 2
312,27,217,3456,3 2 1
313,26,215,1721,1 2 3
314,21,213,0204,1 3 2
315,17,210,8902,2 3 1
316,22,208,7813,2 1 3
317,26,206,6935,1 2 3
318,27,204,6266,3 2 1
319,26,202,5803,1 2 3
320,21,200,5545,1 3 2
321,27,198,549,3 1 2
322,27,196,5635,3 2 1
323,17,194,5978,2 3 1
324,27,192,6519,3 2 1
325,27,190,7253,3 1 2
326,21,188,8181,1 3 2
327,27,186,9299,3 1 2
328,21,185,0606,1 3 2
329,17,183,21,2 3 1
330,22,181,3779,2 1 3
331,26,179,5641,1 2 3
332,27,177,7685,3 2 1
333,17,175,9908,2 3 1
334,22,174,2309,2 1 3
335,27,172,4886,3 1 2
336,27,170,7637,3 2 1
337,27,169,0561,3 1 2
338,22,167,3655,2 1 3
339,17,165,6918,2 3 1
340,17,164,0349,2 3 1
341,27,162,3946,3 2 1
342,26,160,7706,1 2 3
343,27,159,1629,3 2 1
344,27,157,5713,3 1 2
345,27,155,9956,3 2 1
346,17,154,4356,2 3 1
347,27,152,8913,3 2 1
348,26,151,3623,1 2 3
349,21,149,8487,1 3 2
350,17,148,3502,2 3 1
351,27,146,8667,3 2 1
352,17,145,398,2 3 1
353,21,143,9441,1 3 2
354,26,142,5046,1 2 3
355,22,141,0796,2 1 3
356,27,139,6688,3 1 2
357,22,138,2721,2 1 3
358,27,136,8894,3 1 2
359,22,135,5205,2 1 3
360,26,134,1653,1 2 3
361,21,132,8236,1 3 2
362,26,131,4954,1 2 3
363,22,130,1804,2 1 3
364,17,128,8786,2 3 1
365,27,127,5898,3 2 1
366,27,126,3139,3 1 2
367,21,125,0508,1 3 2
368,17,123,8003,2 3 1
369,21,122,5623,1 3 2
370,17,121,3366,2 3 1
371,21,120,1233,1 3 2
372,27,118,9221,3 1 2
373,21,117,7328,1 3 2
374,17,116,5555,2 3 1
375,21,115,3899,1 3 2
376,17,114,236,2 3 1
377,27,113,0937,3 2 1
378,26,111,9627,1 2 3
