Iteration,Cost,Temperature,Sequence
0,27,5000,3 1 2
1,21,4950,1 3 2
2,26,4900,5,1 2 3
3,22,4851,495,2 1 3
4,17,4802,98,2 3 1
5,27,4754,95,3 2 1
6,17,4707,401,2 3 1
7,27,4660,327,3 2 1
8,27,4613,724,3 1 2
9,21,4567,586,1 3 2
10,17,4521,911,2 3 1
11,27,4476,691,3 2 1
12,26,4431,924,1 2 3
13,21,4387,605,1 3 2
14,26,4343,729,1 2 3
15,21,4300,292,1 3 2
16,26,4257,289,1 2 3
17,21,4214,716,1 3 2
18,17,4172,569,2 3 1
19,22,4130,843,2 1 3
20,27,4089,535,3 1 2
21,22,4048,64,2 1 3
22,26,4008,153,1 2 3
23,27,3968,072,3 2 1
24,26,3928,391,1 2 3
25,21,3889,107,1 3 2
26,27,3850,216,3 1 2
27,22,3811,714,2 1 3
28,27,3773,597,3 1 2
29,22,3735,861,2 1 3
30,27,3698,502,3 1 2
31,27,3661,517,3 2 1
32,27,3624,902,3 1 2
33,22,3588,653,2 1 3
34,27,3552,766,3 1 2
35,22,3517,239,2 1 3
36,27,3482,066,3 1 2
37,22,3447,246,2 1 3
38,27,3412,773,3 1 2
39,22,3378,646,2 1 3
40,17,3344,859,2 3 1
41,22,3311,411,2 1 3
42,26,3278,297,1 2 3
43,22,3245,514,2 1 3
44,27,3213,059,3 1 2
45,22,3180,928,2 1 3
46,17,3149,119,2 3 1
47,27,3117,627,3 2 1
48,27,3086,451,3 1 2
49,22,3055,587,2 1 3
50,27,3025,031,3 1 2
51,21,2994,781,1 3 2
52,17,2964,833,2 3 1
53,21,2935,184,1 3 2
54,17,2905,833,2 3 1
55,22,2876,774,2 1 3
56,26,2848,006,1 2 3
57,22,2819,526,2 1 3
58,27,2791,331,3 1 2
59,27,2763,418,3 2 1
60,17,2735,783,2 3 1
61,22,2708,426,2 1 3
62,17,2681,341,2 3 1
63,27,2654,528,3 2 1
64,17,2627,983,2 3 1
65,21,2601,703,1 3 2
66,17,2575,686,2 3 1
67,27,2549,929,3 2 1
68,17,2524,43,2 3 1
69,22,2499,185,2 1 3
70,27,2474,193,3 1 2
71,27,2449,451,3 2 1
72,26,2424,957,1 2 3
73,21,2400,707,1 3 2
74,26,2376,7,1 2 3
75,21,2352,933,1 3 2
76,17,2329,404,2 3 1
77,21,2306,11,1 3 2
78,17,2283,049,2 3 1
79,21,2260,218,1 3 2
80,26,2237,616,1 2 3
81,21,2215,24,1 3 2
82,27,2193,087,3 1 2
83,27,2171,156,3 2 1
84,26,2149,445,1 2 3
85,27,2127,95,3 2 1
86,26,2106,671,1 2 3
87,22,2085,604,2 1 3
88,27,2064,748,3 1 2
89,22,2044,101,2 1 3
90,26,2023,66,1 2 3
91,22,2003,423,2 1 3
92,17,1983,389,2 3 1
93,22,1963,555,2 1 3
94,17,1943,92,2 3 1
95,22,1924,48,2 1 3
96,27,1905,236,3 1 2
97,27,1886,183,3 2 1
98,27,1867,322,3 1 2
99,27,1848,648,3 2 1
100,17,1830,162,2 3 1
101,21,1811,86,1 3 2
102,26,1793,742,1 2 3
103,21,1775,804,1 3 2
104,17,1758,046,2 3 1
105,22,1740,466,2 1 3
106,27,1723,061,3 1 2
107,21,1705,83,1 3 2
108,26,1688,772,1 2 3
109,22,1671,884,2 1 3
110,17,1655,166,2 3 1
111,27,1638,614,3 2 1
112,17,1622,228,2 3 1
113,22,1606,005,2 1 3
114,17,1589,945,2 3 1
115,21,1574,046,1 3 2
116,26,1558,306,1 2 3
117,21,1542,723,1 3 2
118,17,1527,295,2 3 1
119,22,1512,022,2 1 3
120,27,1496,902,3 1 2
121,22,1481,933,2 1 3
122,26,1467,114,1 2 3
123,27,1452,443,3 2 1
124,27,1437,918,3 1 2
125,22,1423,539,2 1 3
126,26,1409,304,1 2 3
127,21,1395,211,1 3 2
128,27,1381,259,3 1 2
129,22,1367,446,2 1 3
130,17,1353,771,2 3 1
131,27,1340,234,3 2 1
132,17,1326,831,2 3 1
133,21,1313,563,1 3 2
134,27,1300,427,3 1 2
135,22,1287,423,2 1 3
136,27,1274,549,3 1 2
137,27,1261,803,3 2 1
138,26,1249,185,1 2 3
139,21,1236,694,1 3 2
140,26,1224,327,1 2 3
141,27,1212,083,3 2 1
142,17,1199,963,2 3 1
143,27,1187,963,3 2 1
144,26,1176,083,1 2 3
145,22,1164,322,2 1 3
146,27,1152,679,3 1 2
147,22,1141,152,2 1 3
148,27,1129,741,3 1 2
149,22,1118,444,2 1 3
150,27,1107,259,3 1 2
151,22,1096,187,2 1 3
152,26,1085,225,1 2 3
153,22,1074,372,2 1 3
