Iteration,Cost,Sequence
0,201,15 7 5 14 2 17 6 4 3 16 18 13 11 12 20 8 1 19 9 10
1,193,15 7 5 14 2 10 6 4 3 16 18 13 11 12 20 8 1 19 9 17
2,187,15 7 14 5 2 10 6 4 3 16 18 13 11 12 20 8 1 19 9 17
3,187,15 7 14 5 2 10 6 4 3 16 18 13 11 12 19 8 1 20 9 17
4,187,15 7 14 5 2 10 6 4 3 16 18 13 11 12 19 8 1 20 9 17
5,187,15 7 14 5 2 10 6 4 3 16 18 13 11 12 19 8 1 20 9 17
6,187,15 7 14 5 2 10 6 4 3 16 18 13 11 12 19 8 1 20 9 17
7,185,15 7 14 5 2 10 6 4 3 16 1 13 11 12 19 8 18 20 9 17
8,183,15 7 14 5 2 10 6 4 3 16 1 13 11 12 8 19 18 20 9 17
9,173,15 13 14 5 2 10 6 4 3 16 1 7 11 12 8 19 18 20 9 17
