Iteration,Cost,Sequence
0,201,15 7 5 14 2 17 6 4 3 16 18 13 11 12 20 8 1 19 9 10
1,189,1 7 6 17 11 16 20 15 5 9 18 19 8 3 14 2 10 13 4 12
2,189,1 7 6 17 11 16 20 15 5 9 18 19 8 3 14 2 10 13 4 12
3,182,7 12 8 6 20 4 5 3 19 9 2 15 16 11 17 18 10 14 13 1
4,179,19 10 1 9 11 8 12 3 4 5 17 7 20 14 15 6 16 13 18 2
5,177,4 15 14 18 19 5 13 17 11 6 16 1 7 3 20 10 8 2 9 12
6,177,4 15 14 18 19 5 13 17 11 6 16 1 7 3 20 10 8 2 9 12
7,177,4 15 14 18 19 5 13 17 11 6 16 1 7 3 20 10 8 2 9 12
8,177,4 15 14 18 19 5 13 17 11 6 16 1 7 3 20 10 8 2 9 12
9,176,5 13 17 15 19 20 6 18 8 14 11 10 16 7 12 1 4 2 3 9
