Iteration,Cost,Temperature,Sequence
91,243,814,14 17 5 15 7 6 4 3 11 16 1 8 10 13 12 2 9
92,233,722,10 17 5 15 7 6 4 3 11 16 1 8 14 13 12 2 9
93,229,629,10 17 5 15 7 6 2 3 11 16 1 8 14 13 12 4 9
94,227,535,10 17 5 15 7 6 2 16 11 3 1 8 14 13 12 4 9
95,227,440,10 17 5 15 7 6 2 16 8 3 1 11 14 13 12 4 9
96,235,344,10 4 5 15 7 6 2 16 8 3 1 11 14 13 12 17 9
97,227,247,10 17 5 15 7 6 2 16 8 3 1 11 14 13 12 4 9
98,227,149,17 10 5 15 7 6 2 16 8 3 1 11 14 13 12 4 9
99,207,50,17 10 14 15 7 6 2 16 8 3 1 11 5 13 12 4 9
100,205,-50,17 10 14 15 7 13 2 16 8 3 1 11 5 6 12 4 9
