Iteration,Cost,Temperature,Sequence
0,17,5000,2 3 1
1,22,4500,2 1 3
2,26,4050,1 2 3
3,21,3645,1 3 2
4,17,3280,5,2 3 1
5,22,2952,45,2 1 3
6,26,2657,205,1 2 3
7,22,2391,484,2 1 3
8,17,2152,336,2 3 1
9,21,1937,102,1 3 2
10,26,1743,392,1 2 3
11,27,1569,052,3 2 1
12,27,1412,147,3 1 2
13,21,1270,932,1 3 2
14,26,1143,839,1 2 3
15,27,1029,455,3 2 1
16,27,926,5097,3 1 2
17,27,833,8587,3 2 1
18,26,750,4728,1 2 3
19,22,675,4255,2 1 3
20,17,607,8829,2 3 1
21,27,547,0947,3 2 1
22,17,492,3852,2 3 1
23,21,443,1466,1 3 2
24,27,398,832,3 1 2
25,22,358,9487,2 1 3
26,17,323,0539,2 3 1
27,27,290,7485,3 2 1
28,17,261,6736,2 3 1
29,27,235,5063,3 2 1
30,26,211,9556,1 2 3
31,27,190,7601,3 2 1
32,17,171,6841,2 3 1
33,21,154,5156,1 3 2
34,26,139,0641,1 2 3
35,21,125,1577,1 3 2
36,27,112,6419,3 1 2
37,27,101,3777,3 2 1
38,27,91,23992,3 1 2
39,27,82,11593,3 2 1
40,17,73,90434,2 3 1
41,27,66,5139,3 2 1
42,26,59,86251,1 2 3
43,22,53,87626,2 1 3
44,22,48,48863,2 1 3
45,22,43,63976,2 1 3
46,22,39,27579,2 1 3
47,17,35,34821,2 3 1
48,27,31,81339,3 2 1
49,17,28,63205,2 3 1
50,21,25,76884,1 3 2
51,17,23,19196,2 3 1
52,22,20,87276,2 1 3
53,27,18,78548,3 1 2
54,22,16,90693,2 1 3
55,27,15,21624,3 1 2
56,22,13,69462,2 1 3
57,17,12,32515,2 3 1
58,22,11,09264,2 1 3
59,26,9,983376,1 2 3
60,21,8,985037,1 3 2
61,21,8,086533,1 3 2
62,21,7,27788,1 3 2
63,21,6,550092,1 3 2
64,21,5,895082,1 3 2
65,21,5,305574,1 3 2
66,21,4,775016,1 3 2
67,21,4,297515,1 3 2
68,21,3,867763,1 3 2
69,21,3,480987,1 3 2
70,17,3,132888,2 3 1
71,17,2,819599,2 3 1
72,17,2,537639,2 3 1
73,17,2,283875,2 3 1
74,17,2,055488,2 3 1
75,17,1,849939,2 3 1
76,17,1,664945,2 3 1
77,17,1,49845,2 3 1
78,17,1,348605,2 3 1
79,17,1,213745,2 3 1
80,17,1,09237,2 3 1
81,17,0,9831331,2 3 1
82,17,0,8848198,2 3 1
83,17,0,7963378,2 3 1
84,17,0,716704,2 3 1
85,17,0,6450336,2 3 1
86,17,0,5805302,2 3 1
87,17,0,5224771,2 3 1
88,17,0,4702294,2 3 1
89,17,0,4232065,2 3 1
90,17,0,3808858,2 3 1
91,17,0,3427972,2 3 1
92,17,0,3085175,2 3 1
93,17,0,2776658,2 3 1
94,17,0,2498992,2 3 1
95,17,0,2249093,2 3 1
96,17,0,2024183,2 3 1
97,17,0,1821765,2 3 1
98,17,0,1639588,2 3 1
99,17,0,1475629,2 3 1
100,17,0,1328066,2 3 1
101,17,0,119526,2 3 1
102,17,0,1075734,2 3 1
103,17,0,09681604,2 3 1
104,17,0,08713443,2 3 1
105,17,0,07842098,2 3 1
106,17,0,07057889,2 3 1
107,17,0,06352099,2 3 1
108,17,0,05716889,2 3 1
109,17,0,051452,2 3 1
110,17,0,0463068,2 3 1
111,17,0,04167612,2 3 1
112,17,0,03750851,2 3 1
113,17,0,03375766,2 3 1
114,17,0,03038189,2 3 1
115,17,0,0273437,2 3 1
116,17,0,02460933,2 3 1
117,17,0,02214839,2 3 1
118,17,0,01993356,2 3 1
119,17,0,0179402,2 3 1
120,17,0,01614618,2 3 1
121,17,0,01453156,2 3 1
122,17,0,0130784,2 3 1
123,17,0,01177056,2 3 1
124,17,0,01059351,2 3 1
125,17,0,009534156,2 3 1
126,17,0,00858074,2 3 1
127,17,0,007722666,2 3 1
128,17,0,006950399,2 3 1
129,17,0,006255359,2 3 1
130,17,0,005629823,2 3 1
131,17,0,00506684,2 3 1
132,17,0,004560156,2 3 1
133,17,0,004104141,2 3 1
134,17,0,003693727,2 3 1
135,17,0,003324354,2 3 1
136,17,0,002991918,2 3 1
137,17,0,002692726,2 3 1
138,17,0,002423454,2 3 1
139,17,0,002181108,2 3 1
140,17,0,001962997,2 3 1
141,17,0,001766698,2 3 1
142,17,0,001590028,2 3 1
143,17,0,001431025,2 3 1
144,17,0,001287922,2 3 1
145,17,0,00115913,2 3 1
146,17,0,001043217,2 3 1
147,17,0,0009388954,2 3 1
148,17,0,0008450059,2 3 1
149,17,0,0007605052,2 3 1
150,17,0,0006844547,2 3 1
151,17,0,0006160092,2 3 1
152,17,0,0005544082,2 3 1
153,17,0,0004989674,2 3 1
154,17,0,0004490706,2 3 1
155,17,0,0004041636,2 3 1
156,17,0,0003637472,2 3 1
157,17,0,0003273725,2 3 1
158,17,0,0002946352,2 3 1
159,17,0,0002651717,2 3 1
160,17,0,0002386545,2 3 1
161,17,0,0002147891,2 3 1
162,17,0,0001933101,2 3 1
163,17,0,0001739791,2 3 1
164,17,0,0001565812,2 3 1
165,17,0,0001409231,2 3 1
166,17,0,0001268308,2 3 1
167,17,0,0001141477,2 3 1
168,17,0,0001027329,2 3 1
169,17,9,245963E-05,2 3 1
170,17,8,321366E-05,2 3 1
171,17,7,48923E-05,2 3 1
172,17,6,740307E-05,2 3 1
173,17,6,066276E-05,2 3 1
174,17,5,459648E-05,2 3 1
175,17,4,913683E-05,2 3 1
176,17,4,422315E-05,2 3 1
177,17,3,980083E-05,2 3 1
178,17,3,582075E-05,2 3 1
179,17,3,223867E-05,2 3 1
180,17,2,90148E-05,2 3 1
181,17,2,611332E-05,2 3 1
182,17,2,350199E-05,2 3 1
183,17,2,115179E-05,2 3 1
184,17,1,903661E-05,2 3 1
185,17,1,713295E-05,2 3 1
186,17,1,541965E-05,2 3 1
187,17,1,387769E-05,2 3 1
188,17,1,248992E-05,2 3 1
189,17,1,124093E-05,2 3 1
190,17,1,011683E-05,2 3 1
191,17,9,10515E-06,2 3 1
192,17,8,194635E-06,2 3 1
193,17,7,375171E-06,2 3 1
194,17,6,637654E-06,2 3 1
195,17,5,973889E-06,2 3 1
196,17,5,376499E-06,2 3 1
197,17,4,838849E-06,2 3 1
198,17,4,354964E-06,2 3 1
199,17,3,919468E-06,2 3 1
200,17,3,527521E-06,2 3 1
201,17,3,174769E-06,2 3 1
202,17,2,857292E-06,2 3 1
203,17,2,571562E-06,2 3 1
204,17,2,314406E-06,2 3 1
205,17,2,082965E-06,2 3 1
206,17,1,874669E-06,2 3 1
207,17,1,687202E-06,2 3 1
208,17,1,518482E-06,2 3 1
209,17,1,366633E-06,2 3 1
210,17,1,22997E-06,2 3 1
211,17,1,106973E-06,2 3 1
212,17,0,2 3 1
