Iteration,Cost,Sequence
0,147,7 5 2 6 4 3 8 1 9
1,141,7 1 2 6 4 3 8 5 9
2,135,7 1 2 6 4 3 9 5 8
3,135,7 1 2 6 4 3 9 5 8
4,135,7 1 4 6 2 3 9 5 8
5,129,9 1 4 6 2 3 7 5 8
6,117,9 1 4 2 6 3 7 5 8
7,117,9 2 4 1 6 3 7 5 8
8,117,9 2 4 1 6 3 7 5 8
9,117,9 2 4 1 6 3 7 5 8
10,117,9 2 4 1 6 3 7 5 8
11,113,9 2 1 4 6 3 7 5 8
12,113,9 2 1 4 6 3 7 5 8
13,113,2 9 1 4 6 3 7 5 8
14,113,2 9 1 4 6 3 7 5 8
15,113,2 9 1 4 6 3 7 5 8
16,113,2 9 1 4 6 3 7 5 8
17,113,2 9 1 4 6 3 7 5 8
18,113,2 9 1 4 6 3 7 5 8
19,113,2 9 1 4 6 3 7 5 8
20,111,2 9 1 4 6 3 7 8 5
21,107,2 9 1 4 5 3 7 8 6
22,107,2 9 1 4 5 3 7 8 6
23,107,2 9 1 4 5 3 7 8 6
24,107,3 9 1 4 5 2 7 8 6
25,107,3 9 1 5 4 2 7 8 6
26,100,3 9 6 5 4 2 7 8 1
27,100,3 9 6 5 4 2 7 8 1
28,91,3 1 6 5 4 2 7 8 9
29,91,3 1 6 5 4 2 7 8 9
30,91,3 1 6 5 4 2 7 8 9
31,91,3 1 6 5 4 2 7 8 9
32,91,3 1 6 5 4 2 7 8 9
33,91,3 1 6 5 4 2 7 8 9
34,91,3 1 6 5 4 2 7 8 9
35,91,3 1 6 5 4 2 7 8 9
36,91,3 1 6 5 4 2 7 8 9
37,91,3 1 6 5 4 2 7 8 9
38,91,3 1 6 5 4 2 7 8 9
39,91,3 1 4 5 6 2 7 8 9
40,91,3 1 4 5 6 2 7 8 9
41,91,3 1 4 5 6 2 7 8 9
42,91,3 1 4 5 6 2 7 8 9
43,91,3 1 4 5 6 2 7 8 9
44,91,3 1 4 5 6 2 7 8 9
45,91,3 1 4 5 6 2 7 8 9
46,91,3 1 4 5 6 2 7 8 9
47,91,3 1 4 6 5 2 7 8 9
48,91,3 1 4 6 5 2 7 8 9
49,71,3 1 4 2 5 6 7 8 9
50,71,3 1 4 2 5 6 7 8 9
51,71,3 1 4 2 5 6 7 8 9
52,71,3 1 4 2 5 6 7 8 9
53,71,3 1 4 2 5 6 7 8 9
54,71,3 1 4 2 5 6 7 8 9
55,71,3 1 4 2 5 6 7 8 9
56,71,3 1 4 2 5 6 7 8 9
57,71,3 1 4 2 5 6 7 8 9
58,71,3 1 4 2 5 6 7 8 9
59,71,3 1 4 2 5 6 7 8 9
60,71,3 1 4 2 5 6 7 8 9
61,71,3 1 4 2 5 6 7 8 9
62,71,3 1 4 2 5 6 7 8 9
63,71,3 1 4 2 5 6 7 8 9
64,71,3 1 4 2 5 6 7 8 9
65,71,3 1 4 2 5 6 7 8 9
66,71,3 1 4 2 5 6 7 8 9
67,71,3 1 4 2 5 6 7 8 9
68,71,3 1 4 2 5 6 7 8 9
69,71,3 1 4 2 5 6 7 8 9
70,71,3 1 4 2 5 6 7 8 9
71,71,3 1 4 2 5 6 7 8 9
72,71,3 1 4 2 5 6 7 8 9
73,71,3 1 4 2 5 6 7 8 9
74,71,3 1 4 2 5 6 7 8 9
75,71,3 1 4 2 5 6 7 8 9
76,71,3 1 4 2 5 6 7 8 9
77,71,3 1 4 2 5 6 7 8 9
78,71,3 1 4 2 5 6 7 8 9
79,71,3 1 4 2 5 6 7 8 9
80,71,3 1 4 2 5 6 7 8 9
81,71,3 1 4 2 5 6 7 8 9
82,71,3 1 4 2 5 6 7 8 9
83,71,3 1 4 2 5 6 7 8 9
84,71,3 1 4 2 5 6 7 8 9
85,71,3 1 4 2 5 6 7 8 9
86,71,3 1 4 2 5 6 7 8 9
87,71,3 1 4 2 5 6 7 8 9
88,71,3 1 4 2 5 6 7 8 9
89,71,3 1 4 2 5 6 7 8 9
90,71,3 1 4 2 5 6 7 8 9
91,71,3 1 4 2 5 6 7 8 9
92,71,3 1 4 2 5 6 7 8 9
93,71,3 1 4 2 5 6 7 8 9
94,71,3 1 4 2 5 6 7 8 9
95,71,3 1 4 2 5 6 7 8 9
96,71,3 1 4 2 5 6 7 8 9
97,71,3 1 4 2 5 6 7 8 9
98,71,3 1 4 2 5 6 7 8 9
99,71,3 1 4 2 5 6 7 8 9
