Iteration,Cost,Sequence
0,53,1 3 4 5 2 6
1,31,1 2 4 5 3 6
2,31,1 2 4 5 3 6
3,31,1 2 4 5 3 6
4,31,1 2 4 5 3 6
5,31,1 2 4 5 3 6
6,31,1 2 4 5 3 6
7,31,1 2 4 5 3 6
8,30,1 2 4 5 6 3
9,30,1 2 4 5 6 3
10,30,1 2 4 5 6 3
11,30,1 2 4 5 6 3
12,30,1 2 4 5 6 3
13,30,1 2 4 5 6 3
14,27,1 2 4 3 6 5
15,27,1 2 4 3 6 5
16,27,1 2 4 3 6 5
17,27,1 2 4 3 6 5
18,27,1 2 4 3 6 5
19,27,1 2 4 3 6 5
20,25,1 2 4 3 5 6
21,25,1 2 4 3 5 6
22,25,1 2 4 3 5 6
23,25,1 2 4 3 5 6
24,25,1 2 4 3 5 6
25,25,1 2 4 3 5 6
26,25,1 2 4 3 5 6
27,25,1 2 4 3 5 6
28,25,1 2 4 3 5 6
29,25,1 2 4 3 5 6
30,25,1 2 4 3 5 6
31,25,1 2 4 3 5 6
32,25,1 2 4 3 5 6
33,25,1 2 4 3 5 6
34,25,1 2 4 3 5 6
35,25,1 2 4 3 5 6
36,25,1 2 4 3 5 6
37,25,1 2 4 3 5 6
38,25,1 2 4 3 5 6
39,25,1 2 4 3 5 6
40,25,1 2 4 3 5 6
41,25,1 2 4 3 5 6
42,25,1 2 4 3 5 6
43,25,1 2 4 3 5 6
44,25,1 2 4 3 5 6
45,25,1 2 4 3 5 6
46,25,1 2 4 3 5 6
47,25,1 2 4 3 5 6
48,25,1 2 4 3 5 6
49,25,1 2 4 3 5 6
50,25,1 2 4 3 5 6
51,25,1 2 4 3 5 6
52,25,1 2 4 3 5 6
53,25,1 2 4 3 5 6
54,25,1 2 4 3 5 6
55,25,1 2 4 3 5 6
56,25,1 2 4 3 5 6
57,25,1 2 4 3 5 6
58,25,1 2 4 3 5 6
59,25,1 2 4 3 5 6
60,25,1 2 4 3 5 6
61,25,1 2 4 3 5 6
62,25,1 2 4 3 5 6
63,25,1 2 4 3 5 6
64,25,1 2 4 3 5 6
65,25,1 2 4 3 5 6
66,25,1 2 4 3 5 6
67,25,1 2 4 3 5 6
68,25,1 2 4 3 5 6
69,25,1 2 4 3 5 6
70,25,1 2 4 3 5 6
71,25,1 2 4 3 5 6
72,25,1 2 4 3 5 6
73,25,1 2 4 3 5 6
74,25,1 2 4 3 5 6
75,25,1 2 4 3 5 6
76,25,1 2 4 3 5 6
77,25,1 2 4 3 5 6
78,25,1 2 4 3 5 6
79,25,1 2 4 3 5 6
80,25,1 2 4 3 5 6
81,25,1 2 4 3 5 6
82,25,1 2 4 3 5 6
83,25,1 2 4 3 5 6
84,25,1 2 4 3 5 6
85,25,1 2 4 3 5 6
86,25,1 2 4 3 5 6
87,25,1 2 4 3 5 6
88,25,1 2 4 3 5 6
89,25,1 2 4 3 5 6
90,25,1 2 4 3 5 6
91,25,1 2 4 3 5 6
92,25,1 2 4 3 5 6
93,25,1 2 4 3 5 6
94,25,1 2 4 3 5 6
95,25,1 2 4 3 5 6
96,25,1 2 4 3 5 6
97,25,1 2 4 3 5 6
98,25,1 2 4 3 5 6
99,25,1 2 4 3 5 6
